symbol,name,pivot_forming,pivot_days,pivot_range_pct,tight_closes,pivot_high,in_base,base_type,resistance,distance_pct,buy_point_date,volume_at_pivot,trend_template_score,rs_ratio,quality_score,buyable
FOLD,,True,10,0.49,True,14.37,True,Cup completion cheat,14.38,0.35,,below,8,1.75,96.5,True
EXAS,,True,10,0.51,True,103.67,True,Darvas box,103.67,0.41,,below,8,2.06,96.22,True
DBRG,,True,10,0.78,True,15.47,True,Cup w/ handle,15.47,0.39,,below,8,1.26,94.93,True
PKST,,True,10,1.38,True,20.97,True,Darvas box,20.97,0.52,,below,8,1.57,91.54,True
RAPT,,True,10,0.47,True,57.98,True,Darvas box,57.98,0.03,,above,8,4.64,87.56,True
FRGE,,True,10,0.88,True,44.85,True,Cup completion cheat,44.88,0.16,,above,8,2.22,85.12,True
GLDD,,True,10,0.71,True,16.97,True,Darvas box,16.99,0.47,,above,8,1.33,85.04,True
AAUC,,True,10,1.84,True,31.6,True,Darvas box,32.08,2.09,,below,8,2.1,84.53,True
CFLT,,True,10,0.78,True,30.76,True,Cup completion cheat,30.62,0.0,2026-02-20,below,8,1.52,81.1,False
CASY,,True,10,4.71,True,685.79,True,Darvas box,685.79,0.5,,below,8,1.28,74.95,True
RBC,,True,10,5.39,True,576.6,True,Darvas box,576.6,0.02,,below,8,1.35,72.99,True
VOD,,True,10,3.68,True,15.91,True,Darvas box,15.91,3.21,,below,8,1.22,71.97,False
TKR,,True,10,5.13,True,110.51,True,Darvas box,111.03,1.03,,below,8,1.31,71.26,True
FER,,True,10,5.2,True,74.79,True,Darvas box,74.79,0.96,,below,8,1.28,71.12,True
PSMT,,True,10,4.92,True,157.16,True,Darvas box,157.16,2.14,,below,8,1.31,68.98,True
HAL,,True,7,5.5,True,36.18,True,Darvas box,36.18,1.3,,below,8,1.51,68.6,True
WPM,,True,4,6.16,True,161.5,True,Darvas box,161.5,0.3,,below,8,1.56,68.3,True
SNEX,,True,10,6.42,True,131.0,True,Darvas box,131.0,0.03,,below,8,1.22,67.81,True
JNJ,,True,10,3.57,True,247.25,True,Darvas box,247.25,1.53,,above,8,1.3,67.56,True
NEOG,,True,9,6.04,True,11.43,True,Darvas box,11.43,0.96,,below,8,1.84,66.92,True
SU,,True,10,4.97,True,57.13,True,Darvas box,57.13,2.85,,below,8,1.26,66.6,True
VLO,,True,10,5.9,True,206.77,True,Darvas box,206.77,1.44,,below,8,1.28,66.18,True
AZN,,True,10,4.99,True,210.52,True,Darvas box,210.52,3.1,,below,8,1.2,65.75,False
PH,,True,10,5.74,True,1034.96,True,Darvas box,1034.96,1.93,,below,8,1.24,65.51,True
AIR,,True,10,6.37,True,119.24,True,Darvas box,119.24,0.9,,below,8,1.45,65.45,True
RGLD,,True,4,4.61,True,294.68,True,Darvas box,306.25,3.88,,below,8,1.56,65.31,False
FNV,,True,4,6.85,True,281.26,True,Darvas box,281.26,0.15,,below,8,1.41,65.3,True
NGG,,True,10,4.73,True,94.06,True,Darvas box,94.06,0.36,,above,8,1.24,65.27,True
KNOP,,True,10,3.95,True,10.62,True,Darvas box,11.15,6.91,,below,7,1.29,65.25,False
AES,,True,10,5.1,True,16.78,True,Darvas box,16.78,3.16,,below,8,1.16,65.02,False
CNTA,,True,3,6.93,True,27.56,True,Cup completion cheat,26.83,0.23,,below,8,1.5,64.66,True
JCI,,True,10,5.88,True,146.49,True,Darvas box,146.49,2.1,,below,8,1.22,64.3,True
NGS,,True,9,6.77,True,38.64,True,Darvas box,38.64,0.62,,below,8,1.38,64.29,True
GVA,,True,10,6.84,True,137.2,True,Darvas box,137.2,0.81,,below,8,1.16,63.37,True
PTGX,,True,3,4.45,True,89.59,True,Cup completion cheat,96.54,8.44,,below,8,1.34,62.75,False
CMI,,True,10,4.81,True,607.55,True,Darvas box,615.91,4.51,,below,8,1.38,62.42,False
BG,,True,10,5.08,True,124.55,True,Darvas box,124.55,4.12,,below,8,1.33,62.24,False
AHR,,True,10,4.56,True,53.53,True,Cup completion cheat,50.75,0.0,2026-02-13,below,8,1.17,62.2,False
FCFS,,True,10,7.47,True,189.9,True,Darvas box,189.9,0.33,,below,8,1.19,61.66,True
VAL,,True,3,6.54,True,97.37,True,Power Play,96.4,1.92,,below,8,1.79,61.54,True
CAH,,True,10,6.86,True,229.5,True,Darvas box,230.81,1.59,,below,8,1.43,60.93,True
SLB,,True,10,6.79,True,52.4,True,Darvas box,52.4,1.74,,below,8,1.36,60.83,True
WBD,,True,10,5.45,True,29.2,True,Cup completion cheat,30.0,4.0,,below,8,2.21,60.75,False
TIMB,,True,10,7.17,True,27.56,True,Darvas box,27.74,1.3,,below,8,1.2,60.25,True
NVS,,True,10,5.09,True,168.02,True,Darvas box,168.02,1.49,,above,8,1.22,60.08,True
DG,,True,10,7.77,True,158.23,True,Cup completion cheat,154.75,0.48,,below,8,1.31,59.71,True
SATS,,True,4,5.08,True,110.23,True,Low cheat,132.25,18.06,,below,7,1.72,59.6,False
CW,,True,9,6.68,True,719.05,True,Darvas box,719.05,2.37,,below,8,1.34,59.49,True
SBS,,True,10,7.44,True,30.63,True,Darvas box,30.63,1.11,,below,8,1.27,59.47,True
TDY,,True,10,7.05,True,691.87,True,Darvas box,691.87,1.89,,below,8,1.17,59.08,True
WAB,,True,10,5.56,True,266.27,True,Darvas box,266.27,1.07,,above,8,1.26,58.99,True
FDX,,True,10,7.55,True,391.99,True,Darvas box,391.99,1.1,,below,8,1.58,58.95,True
FCX,,True,3,7.08,True,69.75,True,Darvas box,69.75,1.96,,below,8,1.46,58.72,True
CNQ,,True,7,5.4,True,43.16,True,Cup completion cheat,35.12,0.0,2026-01-23,below,8,1.28,58.0,False
B,,True,4,5.42,True,50.57,True,Darvas box,54.69,7.94,,below,8,1.79,57.9,False
ACNT,,True,10,6.25,True,17.92,True,Darvas box,17.92,3.66,,below,8,1.34,57.77,False
FSM,,True,3,7.51,True,13.84,True,Darvas box,13.84,1.59,,below,8,1.68,57.68,True
HROW,,True,4,7.55,True,54.44,True,Cup completion cheat,54.85,1.57,,below,8,1.3,57.54,True
ATNI,,True,9,5.75,True,29.41,True,Darvas box,29.8,4.93,,below,8,1.7,56.46,False
HII,,True,7,7.56,True,451.86,True,Darvas box,451.86,1.96,,below,8,1.51,56.32,True
LUV,,True,5,5.74,True,52.41,True,Darvas box,55.11,7.58,,below,8,1.45,56.3,False
RIO,,True,10,7.33,True,101.53,True,Darvas box,101.53,2.4,,below,8,1.49,56.15,True
STLD,,True,9,5.78,True,196.35,True,Darvas box,208.47,7.65,,below,8,1.36,56.1,False
SCCO,,True,3,7.41,True,220.76,True,Darvas box,220.76,2.29,,below,8,2.15,56.08,True
HAS,,True,9,5.8,True,102.85,True,Darvas box,106.25,5.54,,below,8,1.17,56.0,False
MOV,,True,10,7.93,True,25.85,True,Darvas box,25.85,1.55,,below,8,1.4,55.7,True
WWD,,True,10,6.67,True,399.08,True,Darvas box,402.98,3.78,,below,8,1.45,55.31,False
TRVI,,True,3,5.96,True,11.74,True,Cup completion cheat,13.22,12.86,,below,8,1.34,55.2,False
PHVS,,True,5,7.0,True,28.99,True,Darvas box,28.99,3.41,,below,8,1.1,54.77,False
NVT,,True,3,6.5,True,122.92,True,Darvas box,122.92,0.92,,above,8,1.25,54.74,True
E,,True,10,6.82,True,45.72,True,Darvas box,45.72,0.39,,above,8,1.2,54.73,True
HLIO,,True,10,6.44,True,76.16,True,Darvas box,76.16,4.42,,below,8,1.25,54.54,False
MT,,True,7,6.12,True,67.6,True,Cup completion cheat,46.49,0.0,2026-01-02,below,8,1.89,54.4,False
NATR,,True,6,6.15,True,27.95,True,Cup completion cheat,24.12,0.0,2026-01-23,below,8,1.52,54.25,False
TEVA,,True,10,6.17,True,35.32,True,Darvas box,37.35,9.59,,below,8,1.75,54.15,False
CX,,True,10,6.52,True,13.04,True,Darvas box,13.35,4.42,,below,8,1.33,54.14,False
NGL,,True,10,6.19,True,12.28,True,Darvas box,13.0,7.46,,below,8,2.21,54.05,False
DNTH,,True,3,6.2,True,54.37,True,Darvas box,57.5,7.63,,below,8,2.04,54.0,False
BTSG,,True,8,7.39,True,41.4,True,Darvas box,41.4,3.07,,below,8,1.56,53.84,False
GXO,,True,9,6.25,True,66.35,True,Darvas box,66.85,5.0,,below,8,1.11,53.75,False
ULTA,,True,10,7.69,True,714.97,True,Darvas box,714.97,2.71,,below,8,1.22,53.42,True
MNST,,True,10,7.24,True,86.8,True,Darvas box,86.8,0.16,,above,8,1.31,53.32,True
HE,,True,6,6.36,True,16.2,True,Darvas box,17.38,10.82,,below,8,1.15,53.2,False
DAR,,True,9,6.52,True,53.71,True,Darvas box,53.71,1.42,,above,8,1.43,53.14,True
HWM,,True,9,6.43,True,261.83,True,Cup completion cheat,226.74,0.0,2026-02-13,below,8,1.38,52.85,False
TSM,,True,5,7.97,True,390.21,True,Darvas box,380.0,2.49,,below,8,1.48,52.68,True
ATI,,True,5,7.49,True,164.26,True,Darvas box,158.99,0.08,,above,8,1.99,52.31,True
GM,,True,10,6.54,True,83.93,True,Darvas box,87.62,7.8,,below,7,1.29,52.3,False
GE,,True,7,6.57,True,348.48,True,Cup completion cheat,332.79,0.0,2026-02-20,below,8,1.17,52.15,False
SPHR,,True,9,6.59,True,118.14,True,Cup completion cheat,101.89,0.0,2026-02-13,below,8,2.52,52.05,False
MSBI,,True,10,6.69,True,23.68,True,Darvas box,24.23,4.94,,below,8,1.2,51.73,False
EHAB,,True,4,0.66,True,13.64,False,,,,,above,7,1.59,51.7,False
BCH,,True,9,4.7,True,43.84,True,Darvas box,46.77,8.81,,above,8,1.4,51.5,False
NEXA,,True,3,6.71,True,12.39,True,Power Play,14.94,19.54,,below,8,2.36,51.45,False
BSAC,,True,10,6.73,True,37.15,True,Darvas box,37.72,7.03,,below,8,1.38,51.35,False
MEOH,,True,10,6.74,True,50.15,True,Darvas box,51.94,6.7,,below,8,1.29,51.3,False
WFRD,,True,10,7.96,True,108.14,True,Darvas box,108.14,2.98,,below,8,1.55,51.26,True
MTSI,,True,7,6.75,True,256.12,True,Cup completion cheat,190.95,0.0,2026-01-16,below,8,1.78,51.25,False
PKBK,,True,10,6.24,True,29.33,True,Darvas box,29.5,2.54,,above,8,1.2,51.18,True
DD,,True,10,7.14,True,52.66,True,Darvas box,52.66,4.39,,below,8,1.46,51.13,False
NE,,True,6,6.79,True,47.44,True,Cup completion cheat,33.46,0.0,2026-01-23,below,8,1.51,51.05,False
NVST,,True,10,7.6,True,30.26,True,Darvas box,30.42,3.68,,below,8,1.29,50.96,False
LAUR,,True,5,4.82,True,34.46,True,Darvas box,37.91,10.37,,above,7,1.16,50.9,False
BHE,,True,5,6.84,True,61.12,True,Cup completion cheat,49.7,0.0,2026-01-30,below,8,1.35,50.8,False
TPH,,True,9,0.84,True,46.62,False,,,,,above,8,1.22,50.8,False
SFST,,True,10,6.5,True,62.0,True,Darvas box,62.0,2.24,,above,8,1.25,50.78,True
GRDN,,True,9,6.85,True,34.16,True,Darvas box,34.98,5.46,,below,8,1.2,50.75,False
MEC,,True,10,7.4,True,22.36,True,Darvas box,22.36,4.14,,below,8,1.37,50.58,False
ESLT,,True,5,7.06,True,775.99,True,Darvas box,775.99,1.38,,above,8,1.47,50.56,True
GRC,,True,10,6.91,True,68.02,True,Darvas box,68.02,4.98,,below,8,1.41,50.51,False
ENS,,True,6,6.9,True,177.22,True,Darvas box,194.77,12.14,,below,8,1.57,50.5,False
TRGP,,True,10,7.09,True,234.41,True,Darvas box,234.41,1.36,,above,8,1.32,50.47,True
GOLD,,True,3,6.91,True,58.17,True,Power Play,66.47,15.18,,below,8,2.32,50.45,False
BAP,,True,7,6.91,True,360.83,True,Darvas box,380.2,6.5,,below,8,1.31,50.45,False
SNDX,,True,8,6.91,True,20.9,True,Cup completion cheat,22.73,9.06,,below,7,1.19,50.45,False
IFS,,True,7,6.92,True,51.19,True,Darvas box,52.58,5.82,,below,8,1.17,50.4,False
TFPM,,True,4,6.79,False,40.5,True,Darvas box,40.5,0.22,,below,8,1.43,50.39,True
EMBJ,,True,10,6.95,True,74.85,True,Darvas box,80.75,9.25,,below,8,1.22,50.25,False
VIV,,True,10,7.77,True,16.62,True,Darvas box,16.62,0.33,,above,8,1.23,50.16,True
BLFY,,True,10,6.98,True,14.48,True,Darvas box,14.74,5.5,,below,8,1.38,50.1,False
ALNT,,True,9,7.54,True,69.5,True,Darvas box,70.0,4.1,,below,8,1.33,50.0,False
EIX,,True,8,7.87,True,75.5,True,Cup w/ handle,73.9,0.22,,above,8,1.29,49.99,True
GOOG,,True,10,7.06,True,319.45,True,Darvas box,350.15,12.28,,below,7,1.38,49.7,False
APH,,True,8,7.15,True,154.05,True,Darvas box,167.04,11.12,,below,8,1.26,49.25,False
JOUT,,True,9,7.6,True,51.65,True,Darvas box,51.65,0.96,,above,8,1.18,49.12,True
CRS,,True,6,7.27,True,403.59,True,Cup completion cheat,348.79,0.0,2026-02-06,below,8,1.56,48.65,False
KEP,,True,7,7.41,True,23.09,True,Darvas box,23.41,4.78,,below,8,1.55,48.61,False
ZYME,,True,3,7.32,True,24.6,True,Low cheat,27.94,14.78,,below,7,1.49,48.4,False
AMRX,,True,10,7.33,True,15.42,True,Darvas box,15.42,6.03,,below,8,1.44,48.35,False
DRD,,True,4,7.34,True,37.85,True,Darvas box,39.37,5.84,,below,8,1.91,48.3,False
SBLK,,True,7,5.34,True,25.82,True,Cup completion cheat,20.76,0.0,2026-01-23,above,8,1.24,48.3,False
KGC,,True,4,7.37,True,36.78,True,Darvas box,39.11,6.01,,below,8,1.7,48.15,False
NDSN,,True,10,5.92,True,305.28,True,Darvas box,305.28,4.15,,above,8,1.22,47.95,False
NOV,,True,7,7.43,True,20.86,True,Cup completion cheat,16.96,0.0,2026-01-09,below,8,1.45,47.85,False
RILYZ,,True,9,7.48,True,16.97,True,Cup completion cheat,17.79,6.46,,below,8,1.26,47.6,False
DY,,True,9,7.56,True,433.79,True,Darvas box,445.53,5.62,,below,8,1.53,47.2,False
VERA,,True,4,7.56,True,44.26,True,Low cheat,56.05,24.44,,below,7,1.79,47.2,False
HP,,True,7,7.56,True,36.12,True,Darvas box,36.45,5.1,,below,8,1.66,47.2,False
MYE,,True,10,7.3,True,23.14,True,Darvas box,23.14,2.12,,above,8,1.27,47.14,True
KNX,,True,9,6.77,False,62.63,True,Darvas box,62.63,1.48,,below,8,1.31,46.71,True
SLSR,,True,3,7.67,True,10.6,True,Darvas box,11.43,8.84,,below,8,1.74,46.65,False
PKX,,True,6,7.68,True,71.35,True,Cup completion cheat,54.94,0.0,2026-01-16,below,8,1.22,46.6,False
HLF,,True,5,7.7,True,20.4,True,Darvas box,20.4,5.49,,below,8,1.9,46.5,False
ELA,,True,8,7.7,True,13.76,True,Darvas box,15.11,10.99,,below,8,1.71,46.5,False
TD,,True,10,5.4,False,99.29,True,Darvas box,99.29,0.51,,above,8,1.21,46.47,True
BKR,,True,7,7.71,True,65.67,True,Cup completion cheat,50.93,0.0,2026-01-16,below,8,1.36,46.45,False
NEM,,True,10,7.73,True,127.93,True,Darvas box,134.88,5.49,,below,8,1.65,46.35,False
KLAC,,True,5,7.75,True,1577.35,True,Darvas box,1691.15,9.87,,below,8,1.6,46.25,False
ANAB,,True,5,7.76,True,57.74,True,Cup completion cheat,52.47,0.0,2026-02-13,below,8,2.57,46.2,False
PLXS,,True,9,7.76,True,208.09,True,Darvas box,211.84,6.06,,below,8,1.34,46.2,False
AMAT,,True,5,7.5,False,395.95,True,Cup w/ handle,377.11,0.46,,below,8,2.14,46.12,True
STOK,,True,3,7.92,True,37.11,True,Cup completion cheat,37.34,4.79,,below,8,1.72,46.03,False
WCC,,True,9,7.8,True,308.99,True,Darvas box,319.68,7.46,,below,8,1.22,46.0,False
CCJ,,True,5,7.83,True,124.3,True,Darvas box,135.24,12.61,,below,8,1.47,45.85,False
BLTE,,True,5,7.84,True,191.5,True,Darvas box,200.0,5.72,,below,8,2.74,45.8,False
KMT,,True,9,6.55,True,40.59,True,Darvas box,41.74,3.91,,above,8,1.75,45.52,False
NXE,,True,4,7.9,True,13.16,True,Cup completion cheat,13.96,8.6,,below,8,1.64,45.5,False
SLAB,,True,10,1.9,True,207.96,False,,,,,above,8,1.37,45.5,False
DBD,,True,8,6.65,True,84.46,True,Darvas box,84.42,3.77,,above,8,1.23,45.44,False
GSK,,True,10,5.92,True,61.21,True,Darvas box,61.21,5.13,,above,8,1.38,45.4,False
IX,,True,10,6.59,True,37.04,True,Darvas box,37.04,3.91,,above,8,1.29,45.32,False
MRCY,,True,7,7.94,True,90.78,True,Cup completion cheat,103.84,13.73,,below,8,1.23,45.3,False
TERN,,True,5,7.98,True,42.13,True,Cup completion cheat,48.26,15.21,,below,8,5.54,45.1,False
MSGE,,True,3,3.98,True,62.57,False,,,,,below,8,1.46,45.1,False
KB,,True,10,6.78,True,119.71,True,Darvas box,119.71,3.67,,above,8,1.38,45.09,False
DLX,,True,7,7.91,False,28.56,True,Darvas box,28.56,0.32,,below,8,1.38,44.49,True
SKE,,True,4,7.83,False,37.53,True,Darvas box,37.53,0.48,,below,8,2.21,44.41,True
TPR,,True,10,7.61,False,161.97,True,Darvas box,161.97,0.91,,below,8,1.49,44.22,True
TS,,True,6,6.16,True,54.69,True,Cup completion cheat,41.59,0.0,2026-01-16,above,8,1.41,44.2,False
BBVA,,True,10,6.21,True,23.99,True,Darvas box,26.2,9.69,,above,7,1.25,43.95,False
OSK,,True,8,6.76,False,180.0,True,Cup w/ handle,179.89,2.43,,below,8,1.13,43.91,True
PWR,,True,5,6.25,True,573.94,True,Cup completion cheat,473.87,0.0,2026-01-30,above,8,1.38,43.75,False
VSCO,,True,3,7.29,False,65.8,True,Cup completion cheat,66.89,1.7,,below,8,2.69,43.45,True
APG,,True,10,7.08,True,46.89,True,Darvas box,46.89,3.75,,above,8,1.16,43.35,False
XOM,,True,10,6.51,True,155.25,True,Darvas box,155.89,4.72,,above,8,1.25,43.29,False
JBHT,,True,9,6.67,False,231.53,True,Darvas box,234.82,2.81,,below,8,1.47,43.22,True
CAAP,,True,9,6.37,True,29.37,True,Darvas box,30.5,5.05,,above,8,1.3,43.15,False
ELVN,,True,3,7.25,False,29.78,True,Darvas box,30.22,1.99,,below,8,1.34,42.78,True
LMT,,True,10,5.94,False,669.75,True,Darvas box,669.75,4.2,,below,8,1.34,42.7,False
ADI,,True,7,6.48,True,363.2,True,Cup completion cheat,284.23,0.0,2026-01-09,above,8,1.3,42.6,False
BCS,,True,8,6.53,True,26.39,True,Darvas box,27.37,7.61,,above,7,1.19,42.35,False
ELPC,,True,5,6.55,True,11.76,True,Cup completion cheat,10.39,0.0,2026-02-13,above,8,1.32,42.25,False
OR,,True,4,7.68,False,47.12,True,Darvas box,47.75,1.55,,below,8,1.41,41.95,True
PBT,,True,5,7.32,True,20.5,True,Darvas box,20.5,3.95,,above,8,1.13,41.55,False
VALE,,True,4,4.72,True,17.6,False,,,,,below,8,1.66,41.4,False
WS,,True,6,4.75,True,44.42,False,,,,,below,8,1.23,41.25,False
SHG,,True,10,6.81,True,73.4,True,Darvas box,73.4,5.26,,above,8,1.37,40.95,False
MSGS,,True,5,6.86,True,332.8,True,Darvas box,345.46,6.93,,above,8,1.53,40.7,False
ARCB,,True,3,5.97,False,102.12,True,Darvas box,112.8,9.88,,below,8,1.29,40.15,False
DLTR,,True,4,6.02,False,133.72,True,Cup completion cheat,142.4,10.85,,below,7,1.05,39.9,False
CDLR,,True,10,5.04,True,26.79,False,,,,,below,8,1.16,39.8,False
THC,,True,10,7.07,True,240.83,True,Cup completion cheat,222.82,0.0,2026-02-13,above,8,1.23,39.65,False
ATMU,,True,10,7.99,True,66.5,True,Darvas box,66.5,3.53,,above,8,1.35,39.46,False
ISTR,,True,10,7.15,True,30.49,True,Darvas box,31.77,8.25,,above,8,1.18,39.25,False
FIVE,,True,3,5.27,True,229.08,False,,,,,below,8,1.45,38.65,False
GOOGL,,True,10,7.28,True,319.52,True,Darvas box,349.0,11.93,,above,7,1.38,38.6,False
SD,,True,3,5.29,True,17.29,False,,,,,below,8,1.38,38.55,False
LTM,,True,9,7.4,True,60.82,True,Darvas box,70.42,17.28,,above,7,1.12,38.0,False
BCO,,True,10,7.26,False,136.1,True,Darvas box,136.1,0.38,,above,8,1.13,37.56,True
CAT,,True,10,7.78,True,789.81,True,Darvas box,789.81,4.67,,above,8,1.63,37.09,False
PAAS,,True,4,7.49,False,67.55,True,Cup completion cheat,69.99,3.54,,below,8,1.91,36.93,False
HTHT,,True,8,7.62,True,56.63,True,Cup completion cheat,51.46,0.0,2026-02-06,above,8,1.5,36.9,False
NOC,,True,9,7.02,False,743.17,True,Darvas box,743.17,4.34,,below,8,1.14,36.88,False
BWMX,,True,10,7.63,True,19.5,True,Darvas box,19.79,8.19,,above,8,1.26,36.85,False
HXL,,True,4,5.64,True,94.46,False,,,,,below,8,1.38,36.8,False
EYPT,,True,3,6.69,False,17.95,True,Cup completion cheat,19.0,6.0,,below,8,1.41,36.55,False
PACS,,True,4,7.79,False,41.7,True,Cup completion cheat,43.08,3.27,,below,8,3.28,36.24,False
AEO,,True,3,6.77,False,25.23,True,Cup completion cheat,28.33,12.08,,below,7,1.78,36.15,False
HSHP,,True,5,7.78,True,14.52,True,Cup completion cheat,10.09,0.0,2026-01-30,above,8,1.78,36.1,False
SHIP,,True,5,7.8,True,14.23,True,Cup completion cheat,11.0,0.0,2026-02-13,above,8,1.68,36.0,False
ENGN,,True,3,6.81,False,10.28,True,Cup completion cheat,12.25,18.12,,below,8,2.16,35.95,False
IRMD,,True,10,6.89,False,104.9,True,Darvas box,107.69,4.9,,below,8,1.31,35.85,False
SKM,,True,6,5.86,True,32.23,False,,,,,below,8,1.32,35.7,False
LHX,,True,3,7.58,False,356.3,True,Darvas box,369.59,3.9,,below,8,1.21,35.4,False
DSGN,,True,3,7.45,False,11.14,True,Darvas box,11.14,4.13,,below,8,1.88,35.36,False
MAZE,,True,4,6.93,False,47.49,True,Darvas box,49.25,6.92,,below,8,3.08,35.35,False
TPC,,True,5,6.94,False,89.49,True,Cup completion cheat,76.93,0.0,2026-01-30,below,8,1.42,35.3,False
TX,,True,10,7.94,True,45.57,True,Darvas box,45.57,5.05,,above,8,1.24,35.3,False
NSSC,,True,5,5.96,True,47.3,False,,,,,below,8,1.14,35.2,False
GTX,,True,3,5.97,True,20.53,False,,,,,below,8,1.46,35.15,False
ZIM,,True,8,7.97,True,29.97,True,Cup completion cheat,24.47,0.0,2026-02-20,above,8,1.89,35.15,False
GSL,,True,8,7.66,False,40.66,True,Darvas box,40.66,0.61,,above,8,1.3,34.87,True
DAN,,True,4,6.13,True,36.23,False,,,,,below,8,1.59,34.35,False
ARWR,,True,10,7.17,False,65.59,True,Low cheat,76.76,17.42,,below,7,2.71,34.15,False
CMC,,True,6,6.19,True,78.63,False,,,,,below,7,1.23,34.05,False
RMBS,,True,3,7.2,False,103.23,True,Low cheat,135.75,24.74,,below,8,1.27,34.0,False
CPAC,,True,7,7.21,False,11.1,True,Darvas box,11.5,7.39,,below,8,1.57,33.95,False
CMRE,,True,9,7.78,False,17.62,True,Darvas box,17.62,0.74,,above,8,1.39,33.88,True
INTC,,True,3,7.3,False,46.97,True,Darvas box,54.6,16.74,,below,8,1.71,33.5,False
NYT,,True,7,7.88,False,79.41,True,Darvas box,79.41,0.71,,above,8,1.24,33.47,True
SYRE,,True,3,6.36,True,44.88,False,,,,,below,8,2.35,33.2,False
COHU,,True,5,6.42,True,31.91,False,,,,,below,8,1.41,32.9,False
GPRE,,True,5,6.44,True,14.43,False,,,,,below,8,1.33,32.8,False
SAN,,True,7,7.1,False,13.24,True,Darvas box,13.24,2.27,,above,8,1.29,32.69,True
AXIA,,True,5,5.49,False,12.31,True,Cup completion cheat,12.12,0.0,2026-02-27,above,8,1.47,32.55,False
IVZ,,True,3,7.56,False,27.25,True,Darvas box,29.37,7.77,,below,8,1.17,32.2,False
PLPC,,True,6,6.57,True,267.49,False,,,,,below,8,1.28,32.15,False
CELC,,True,7,7.58,False,111.39,True,Darvas box,120.32,7.64,,below,8,2.07,32.1,False
FLS,,True,10,6.51,False,92.38,True,Darvas box,92.38,3.46,,above,8,1.53,32.07,False
KALU,,True,3,4.61,True,132.3,False,,,,,above,8,1.58,31.95,False
APEI,,True,3,6.62,True,46.47,False,,,,,below,8,1.39,31.9,False
PRAX,,True,4,6.65,True,356.0,False,,,,,below,8,6.77,31.75,False
JBL,,True,5,7.66,False,281.37,True,Cup completion cheat,229.07,0.0,2025-12-26,below,8,1.22,31.7,False
ADPT,,True,3,6.73,True,16.5,False,,,,,below,7,1.18,31.35,False
UI,,True,5,6.75,True,767.8,False,,,,,below,8,1.36,31.25,False
ASML,,True,7,7.79,False,1547.22,True,Darvas box,1547.22,5.39,,below,8,1.78,31.05,False
