symbol,name,pivot_forming,pivot_days,pivot_range_pct,tight_closes,pivot_high,in_base,base_type,resistance,distance_pct,buy_point_date,volume_at_pivot,trend_template_score,rs_ratio,quality_score,buyable
DGII,,True,4,6.79,True,50.83,False,,,,,below,8,1.36,31.05,False
AEM,,True,4,6.8,True,246.78,False,,,,,below,8,1.66,31.0,False
LBRT,,True,3,6.81,True,28.65,False,,,,,below,8,2.34,30.95,False
PRLB,,True,6,6.81,True,66.35,False,,,,,below,8,1.16,30.95,False
MTW,,True,8,6.82,True,14.96,False,,,,,below,8,1.37,30.9,False
UMC,,True,4,7.84,False,11.04,True,Darvas box,12.68,18.77,,below,8,1.43,30.8,False
SBH,,True,3,7.84,False,16.83,True,Darvas box,17.92,7.37,,below,8,1.1,30.8,False
VSH,,True,5,7.84,False,20.53,True,Darvas box,22.0,11.59,,below,8,1.18,30.8,False
IMTX,,True,3,6.86,True,10.5,False,,,,,below,8,1.75,30.7,False
APGE,,True,4,7.87,False,73.71,True,Cup completion cheat,84.56,18.29,,below,7,1.71,30.65,False
STNG,,True,6,7.92,False,77.02,True,Cup completion cheat,65.52,0.0,2026-02-06,below,8,1.44,30.4,False
BWA,,True,6,6.92,True,61.89,False,,,,,below,8,1.25,30.4,False
INBX,,True,5,7.94,False,82.59,True,Low cheat,94.57,18.33,,below,7,2.63,30.3,False
TECK,,True,5,6.97,True,62.41,False,,,,,below,8,1.73,30.15,False
CVE,,True,4,6.99,True,22.97,False,,,,,below,8,1.22,30.05,False
MU,,True,6,8.0,False,436.89,True,Power Play,455.5,8.77,,below,8,3.3,30.0,False
ON,,True,6,7.05,True,72.1,False,,,,,below,8,1.24,29.75,False
LFUS,,True,5,6.09,False,380.0,True,Cup completion cheat,273.66,0.0,2026-01-09,above,8,1.3,29.55,False
TEX,,True,8,7.1,True,70.89,False,,,,,below,8,1.21,29.5,False
AEIS,,True,4,7.14,True,347.28,False,,,,,below,8,2.05,29.3,False
SNCY,,True,6,7.14,True,21.11,False,,,,,below,8,1.46,29.3,False
DIOD,,True,4,7.17,True,71.8,False,,,,,below,8,1.16,29.15,False
NBR,,True,6,7.18,True,80.32,False,,,,,below,8,2.01,29.1,False
MG,,True,7,7.35,True,15.52,False,,,,,below,8,1.5,28.25,False
SAIA,,True,4,7.45,False,410.61,True,Darvas box,417.85,3.28,,above,8,1.25,27.91,False
ROIV,,True,4,7.43,True,29.2,False,,,,,below,8,2.22,27.85,False
BKD,,True,5,7.45,True,15.7,False,,,,,below,8,1.8,27.75,False
KN,,True,8,7.52,True,28.74,False,,,,,below,8,1.21,27.4,False
NPK,,True,5,7.68,False,134.31,True,Darvas box,137.78,3.08,,above,8,1.16,27.36,False
RRX,,True,10,7.6,True,227.34,False,,,,,below,8,1.36,27.0,False
VET,,True,7,7.6,True,10.92,False,,,,,below,8,1.29,27.0,False
KLIC,,True,8,7.67,True,72.9,False,,,,,below,8,1.77,26.65,False
IMO,,True,5,7.69,True,122.31,False,,,,,below,8,1.23,26.55,False
ARW,,True,10,7.75,True,162.61,False,,,,,below,7,1.12,26.25,False
GHM,,True,6,7.77,True,82.98,False,,,,,below,8,1.53,26.15,False
ROAD,,True,5,7.79,True,139.66,False,,,,,below,8,1.04,26.05,False
GEV,,True,3,7.83,True,894.93,False,,,,,below,8,1.32,25.85,False
JOE,,True,7,7.92,True,71.69,False,,,,,below,8,1.28,25.4,False
STM,,True,10,7.93,True,34.91,False,,,,,below,7,1.19,25.35,False
EZPW,,True,7,7.7,False,26.48,True,Darvas box,26.35,3.72,,above,8,1.5,25.34,False
BELFA,,True,6,7.94,True,222.7,False,,,,,below,8,1.69,25.3,False
ECO,,True,3,5.98,True,53.47,False,,,,,above,8,1.86,25.1,False
EL,,True,8,7.98,True,117.57,False,,,,,below,8,1.14,25.1,False
HMY,,True,4,7.13,False,22.57,True,Cup completion cheat,26.06,13.47,,above,8,1.43,24.35,False
ENLT,,True,6,6.15,True,72.48,False,,,,,above,8,2.34,24.25,False
OPY,,True,9,7.89,False,91.4,True,Darvas box,93.9,3.82,,above,8,1.2,24.09,False
ESI,,True,3,6.41,True,37.74,False,,,,,above,8,1.3,22.95,False
GNK,,True,7,6.45,True,24.1,False,,,,,above,8,1.3,22.75,False
SMTC,,True,3,6.47,True,93.96,False,,,,,above,8,1.45,22.65,False
DAKT,,True,8,6.47,True,28.26,False,,,,,above,8,1.44,22.65,False
ASX,,True,3,5.54,False,25.29,False,,,,,below,8,2.26,22.3,False
ALSN,,True,3,6.6,True,125.66,False,,,,,above,7,1.31,22.0,False
BH,,True,4,7.63,False,396.46,True,Darvas box,483.6,19.11,,above,7,1.15,21.85,False
IONS,,True,10,7.66,False,85.47,True,Darvas box,86.74,7.08,,above,7,1.76,21.7,False
BHP,,True,4,6.66,True,82.34,False,,,,,above,8,1.35,21.7,False
NMM,,True,6,6.71,True,69.85,False,,,,,above,8,1.37,21.45,False
CM,,True,6,7.71,False,105.0,True,Cup completion cheat,93.43,0.0,2026-02-06,above,8,1.29,21.45,False
MGA,,True,8,6.88,True,68.21,False,,,,,above,8,1.29,20.6,False
KRYS,,True,4,5.89,False,277.03,False,,,,,below,8,1.75,20.55,False
CTGO,,True,4,7.9,False,29.75,True,Cup completion cheat,34.38,15.91,,above,8,1.28,20.5,False
TFII,,True,6,5.9,False,120.9,False,,,,,below,8,1.18,20.5,False
CLMT,,True,3,5.96,False,30.35,False,,,,,below,8,1.74,20.2,False
FRO,,True,3,6.96,True,37.93,False,,,,,above,8,1.69,20.2,False
NHC,,True,7,6.96,True,165.44,False,,,,,above,8,1.35,20.2,False
RAIL,,True,3,5.97,False,14.9,False,,,,,below,8,1.6,20.15,False
BWXT,,True,3,7.07,True,215.81,False,,,,,above,8,1.17,19.65,False
FTI,,True,4,7.13,True,67.3,False,,,,,above,8,1.72,19.35,False
SMFG,,True,8,7.14,True,23.54,False,,,,,above,8,1.29,19.3,False
CPS,,True,6,7.17,True,40.42,False,,,,,above,8,1.04,19.15,False
CPA,,True,8,7.19,True,149.5,False,,,,,above,8,1.21,19.05,False
BWLP,,True,7,6.26,False,17.97,False,,,,,below,8,1.1,18.7,False
TDW,,True,4,7.27,True,82.0,False,,,,,above,8,1.19,18.65,False
VIK,,True,3,6.37,False,81.48,False,,,,,below,8,1.18,18.15,False
ALGT,,True,6,6.4,False,108.6,False,,,,,below,8,1.59,18.0,False
LIND,,True,4,7.53,True,20.98,False,,,,,above,8,1.26,17.35,False
ANDE,,True,7,7.53,True,68.02,False,,,,,above,8,1.51,17.35,False
MATX,,True,3,7.66,True,177.51,False,,,,,above,8,1.5,16.7,False
CMBT,,True,6,7.68,True,14.58,False,,,,,above,8,1.69,16.6,False
ROG,,True,4,7.68,True,111.18,False,,,,,above,8,1.27,16.6,False
OCS,,True,3,7.69,True,30.68,False,,,,,above,8,1.61,16.55,False
HCSG,,True,5,7.69,True,21.84,False,,,,,above,8,1.3,16.55,False
PDS,,True,8,7.72,True,92.4,False,,,,,above,8,1.41,16.4,False
CHRW,,True,3,6.77,False,185.15,False,,,,,below,8,1.35,16.15,False
LPG,,True,7,6.79,False,36.8,False,,,,,below,8,1.12,16.05,False
SCHL,,True,3,6.87,False,34.81,False,,,,,below,8,1.26,15.65,False
R,,True,8,7.89,True,228.0,False,,,,,above,8,1.12,15.55,False
ESE,,True,7,7.92,True,286.69,False,,,,,above,8,1.32,15.4,False
AMX,,True,8,8.0,True,25.63,False,,,,,above,8,1.19,15.0,False
VPG,,True,5,7.02,False,48.59,False,,,,,below,8,1.51,14.9,False
CVLG,,True,4,7.14,False,29.92,False,,,,,below,7,1.13,14.3,False
REX,,True,7,7.41,False,35.76,False,,,,,below,8,1.1,12.95,False
LSCC,,True,5,7.49,False,101.35,False,,,,,below,8,1.38,12.55,False
WT,,True,5,7.49,False,17.48,False,,,,,below,8,1.2,12.55,False
XPO,,True,7,7.52,False,212.71,False,,,,,below,8,1.45,12.4,False
CSTM,,True,5,5.64,False,26.06,False,,,,,above,8,1.66,11.8,False
IDCC,,True,3,7.77,False,382.42,False,,,,,below,8,1.3,11.15,False
STX,,True,6,7.8,False,426.5,False,,,,,below,8,2.3,11.0,False
TCMD,,True,3,6.09,False,30.06,False,,,,,above,8,2.12,9.55,False
HG,,True,4,6.09,False,31.84,False,,,,,above,8,1.22,9.55,False
OII,,True,3,6.35,False,39.0,False,,,,,above,8,1.44,8.25,False
ATEX,,True,3,6.43,False,38.29,False,,,,,above,7,1.43,7.85,False
ASC,,True,3,6.44,False,16.0,False,,,,,above,8,1.29,7.8,False
BC,,True,3,6.46,False,85.41,False,,,,,above,7,1.19,7.7,False
RUSHA,,True,4,6.89,False,75.02,False,,,,,above,8,1.14,5.55,False
WF,,True,3,7.24,False,83.34,False,,,,,above,8,1.37,3.8,False
TNK,,True,3,7.47,False,77.5,False,,,,,above,8,1.49,2.65,False
NESR,,True,3,7.49,False,26.85,False,,,,,above,8,2.6,2.55,False
INSW,,True,3,7.67,False,72.73,False,,,,,above,8,1.56,1.65,False
MKSI,,True,3,7.72,False,258.86,False,,,,,above,8,2.16,1.4,False
AMKR,,True,3,7.8,False,51.02,False,,,,,above,8,1.85,1.0,False
TIGO,,True,3,7.8,False,72.18,False,,,,,above,8,1.46,1.0,False
TK,,True,3,7.91,False,12.97,False,,,,,above,8,1.48,0.45,False
CGNX,,True,9,7.93,False,59.54,False,,,,,above,8,1.17,0.35,False
PSTL,,True,4,7.93,False,20.68,False,,,,,above,8,1.27,0.35,False
SDRL,,True,3,7.96,False,45.63,False,,,,,above,8,1.26,0.2,False
ALMS,,False,,,False,,False,,,,,,8,5.68,0.0,False
ABVX,,False,,,False,,False,,,,,,7,1.4,0.0,False
ANRO,,False,,,False,,False,,,,,,8,4.37,0.0,False
BIOA,,False,,,False,,False,,,,,,8,4.39,0.0,False
AXTI,,False,,,False,,False,,,,,,8,12.06,0.0,False
AG,,False,,,False,,False,,,,,,8,3.19,0.0,False
BE,,False,,,False,,False,,,,,,8,3.09,0.0,False
ALM,,False,,,False,,False,,,,,,8,3.95,0.0,False
ERAS,,False,,,False,,False,,,,,,8,8.01,0.0,False
HYMC,,False,,,False,,False,,,,,,8,11.15,0.0,False
LITE,,False,,,False,,False,,,,,,8,5.02,0.0,False
COGT,,False,,,False,,False,,,,,,8,2.98,0.0,False
KOD,,False,,,False,,False,,,,,,8,2.79,0.0,False
GLTO,,False,,,False,,False,,,,,,8,8.27,0.0,False
SNDK,,False,,,False,,False,,,,,,8,12.55,0.0,False
PL,,False,,,False,,False,,,,,,8,3.37,0.0,False
VICR,,False,,,False,,False,,,,,,8,3.74,0.0,False
PVLA,,False,,,False,,False,,,,,,8,2.45,0.0,False
SNSE,,False,,,False,,False,,,,,,8,3.51,0.0,False
AUGO,,False,,,False,,False,,,,,,,,0.0,False
AEHR,,False,,,False,,False,,,,,,8,1.53,0.0,False
CDE,,False,,,False,,False,,,,,,8,1.99,0.0,False
CIEN,,False,,,False,,False,,,,,,8,3.43,0.0,False
WDC,,False,,,False,,False,,,,,,8,3.27,0.0,False
AU,,False,,,False,,False,,,,,,8,2.15,0.0,False
COHR,,False,,,False,,False,,,,,,8,2.57,0.0,False
DBVT,,False,,,False,,False,,,,,,8,2.12,0.0,False
EXK,,False,,,False,,False,,,,,,8,2.2,0.0,False
FORM,,False,,,False,,False,,,,,,8,3.11,0.0,False
FET,,False,,,False,,False,,,,,,8,2.13,0.0,False
GLSI,,False,,,False,,False,,,,,,8,2.25,0.0,False
HBM,,False,,,False,,False,,,,,,8,2.26,0.0,False
IAG,,False,,,False,,False,,,,,,8,2.43,0.0,False
ICHR,,False,,,False,,False,,,,,,8,2.52,0.0,False
ISSC,,False,,,False,,False,,,,,,8,1.8,0.0,False
LPCN,,False,,,False,,False,,,,,,8,3.1,0.0,False
LASR,,False,,,False,,False,,,,,,8,2.04,0.0,False
MUX,,False,,,False,,False,,,,,,8,2.41,0.0,False
NGD,,False,,,False,,False,,,,,,8,2.15,0.0,False
NG,,False,,,False,,False,,,,,,8,1.79,0.0,False
RHLD,,False,,,False,,False,,,,,,7,2.75,0.0,False
SEPN,,False,,,False,,False,,,,,,8,2.24,0.0,False
SBSW,,False,,,False,,False,,,,,,8,2.02,0.0,False
SIF,,False,,,False,,False,,,,,,8,1.99,0.0,False
SKYT,,False,,,False,,False,,,,,,8,2.4,0.0,False
SII,,False,,,False,,False,,,,,,8,2.37,0.0,False
SVM,,False,,,False,,False,,,,,,8,2.74,0.0,False
TER,,False,,,False,,False,,,,,,8,2.66,0.0,False
TTMI,,False,,,False,,False,,,,,,8,2.25,0.0,False
UCTT,,False,,,False,,False,,,,,,8,2.31,0.0,False
VSAT,,False,,,False,,False,,,,,,8,1.32,0.0,False
UUUU,,False,,,False,,False,,,,,,8,1.87,0.0,False
WULF,,False,,,False,,False,,,,,,8,1.83,0.0,False
AAOI,,False,,,False,,False,,,,,,8,2.08,0.0,False
AMLX,,False,,,False,,False,,,,,,8,1.51,0.0,False
ALB,,False,,,False,,False,,,,,,8,1.98,0.0,False
AVTX,,False,,,False,,False,,,,,,8,1.71,0.0,False
ATRO,,False,,,False,,False,,,,,,8,2.05,0.0,False
CENX,,False,,,False,,False,,,,,,8,2.15,0.0,False
ELVR,,False,,,False,,False,,,,,,,,0.0,False
BELFB,,False,,,False,,False,,,,,,8,1.54,0.0,False
BVN,,False,,,False,,False,,,,,,8,2.06,0.0,False
CTNM,,False,,,False,,False,,,,,,8,1.47,0.0,False
CGAU,,False,,,False,,False,,,,,,8,2.4,0.0,False
EKSO,,False,,,False,,False,,,,,,8,2.46,0.0,False
EQX,,False,,,False,,False,,,,,,8,2.09,0.0,False
FBRX,,False,,,False,,False,,,,,,8,2.45,0.0,False
EFXT,,False,,,False,,False,,,,,,8,2.22,0.0,False
FEIM,,False,,,False,,False,,,,,,7,1.46,0.0,False
FIX,,False,,,False,,False,,,,,,8,1.89,0.0,False
FTAI,,False,,,False,,False,,,,,,8,1.93,0.0,False
HUT,,False,,,False,,False,,,,,,8,1.94,0.0,False
IDR,,False,,,False,,False,,,,,,8,1.5,0.0,False
GLW,,False,,,False,,False,,,,,,8,2.1,0.0,False
KLRS,,False,,,False,,False,,,,,,8,3.2,0.0,False
KYMR,,False,,,False,,False,,,,,,8,2.1,0.0,False
LRCX,,False,,,False,,False,,,,,,8,2.16,0.0,False
OIS,,False,,,False,,False,,,,,,8,2.22,0.0,False
ORKA,,False,,,False,,False,,,,,,8,2.11,0.0,False
POWL,,False,,,False,,False,,,,,,8,1.81,0.0,False
PPTA,,False,,,False,,False,,,,,,8,1.79,0.0,False
RVMD,,False,,,False,,False,,,,,,8,2.5,0.0,False
SA,,False,,,False,,False,,,,,,8,2.17,0.0,False
SIFY,,False,,,False,,False,,,,,,8,1.57,0.0,False
SRZN,,False,,,False,,False,,,,,,8,2.11,0.0,False
SSRM,,False,,,False,,False,,,,,,8,1.63,0.0,False
STRO,,False,,,False,,False,,,,,,8,2.12,0.0,False
AGCC,,False,,,False,,False,,,,,,,,0.0,False
TYRA,,False,,,False,,False,,,,,,8,2.4,0.0,False
VIAV,,False,,,False,,False,,,,,,8,2.5,0.0,False
AGX,,False,,,False,,False,,,,,,8,1.87,0.0,False
CNL,,False,,,False,,False,,,,,,8,1.54,0.0,False
CAMT,,False,,,False,,False,,,,,,8,1.81,0.0,False
ERO,,False,,,False,,False,,,,,,8,2.21,0.0,False
FSLY,,False,,,False,,False,,,,,,8,2.24,0.0,False
EGO,,False,,,False,,False,,,,,,8,1.75,0.0,False
GSAT,,False,,,False,,False,,,,,,7,1.91,0.0,False
GFI,,False,,,False,,False,,,,,,8,1.66,0.0,False
IE,,False,,,False,,False,,,,,,7,1.75,0.0,False
INDV,,False,,,False,,False,,,,,,7,1.29,0.0,False
MAMA,,False,,,False,,False,,,,,,8,1.86,0.0,False
MRNA,,False,,,False,,False,,,,,,8,1.92,0.0,False
MOD,,False,,,False,,False,,,,,,8,1.52,0.0,False
ORLA,,False,,,False,,False,,,,,,8,1.81,0.0,False
RFIL,,False,,,False,,False,,,,,,8,1.42,0.0,False
SGML,,False,,,False,,False,,,,,,8,2.25,0.0,False
STRL,,False,,,False,,False,,,,,,8,1.4,0.0,False
TSEM,,False,,,False,,False,,,,,,7,1.96,0.0,False
VRT,,False,,,False,,False,,,,,,8,1.87,0.0,False
ARTV,,False,,,False,,False,,,,,,7,1.55,0.0,False
AGI,,False,,,False,,False,,,,,,8,1.65,0.0,False
BLNE,,False,,,False,,False,,,,,,7,1.84,0.0,False
BWAY,,False,,,False,,False,,,,,,8,1.43,0.0,False
AA,,False,,,False,,False,,,,,,8,1.87,0.0,False
CGON,,False,,,False,,False,,,,,,8,1.98,0.0,False
CODA,,False,,,False,,False,,,,,,8,1.73,0.0,False
ECG,,False,,,False,,False,,,,,,8,1.47,0.0,False
CYD,,False,,,False,,False,,,,,,8,1.32,0.0,False
ELE,,False,,,False,,False,,,,,,8,1.47,0.0,False
FIGS,,False,,,False,,False,,,,,,8,1.64,0.0,False
FN,,False,,,False,,False,,,,,,8,1.58,0.0,False
GCT,,False,,,False,,False,,,,,,8,1.66,0.0,False
GILT,,False,,,False,,False,,,,,,8,1.51,0.0,False
GLBS,,False,,,False,,False,,,,,,8,1.89,0.0,False
INDO,,False,,,False,,False,,,,,,7,1.57,0.0,False
GLDG,,False,,,False,,False,,,,,,8,1.77,0.0,False
IPGP,,False,,,False,,False,,,,,,8,1.44,0.0,False
KEYS,,False,,,False,,False,,,,,,8,1.73,0.0,False
KRMN,,False,,,False,,False,,,,,,6,1.51,0.0,False
PARK,,False,,,False,,False,,,,,,,,0.0,False
ONTO,,False,,,False,,False,,,,,,8,1.88,0.0,False
PLAB,,False,,,False,,False,,,,,,8,1.5,0.0,False
PAHC,,False,,,False,,False,,,,,,8,1.59,0.0,False
PSIG,,False,,,False,,False,,,,,,8,1.48,0.0,False
PRME,,False,,,False,,False,,,,,,6,1.19,0.0,False
RCAT,,False,,,False,,False,,,,,,7,1.35,0.0,False
RCKY,,False,,,False,,False,,,,,,8,1.47,0.0,False
SITM,,False,,,False,,False,,,,,,8,1.55,0.0,False
SIMO,,False,,,False,,False,,,,,,8,1.57,0.0,False
RUN,,False,,,False,,False,,,,,,8,1.21,0.0,False
SJ,,False,,,False,,False,,,,,,7,1.84,0.0,False
TXMD,,False,,,False,,False,,,,,,8,1.88,0.0,False
UEC,,False,,,False,,False,,,,,,7,1.38,0.0,False
UMAC,,False,,,False,,False,,,,,,7,1.25,0.0,False
WLDN,,False,,,False,,False,,,,,,7,0.96,0.0,False
AIP,,False,,,False,,False,,,,,,8,1.66,0.0,False
CMCL,,False,,,False,,False,,,,,,8,1.24,0.0,False
ESTA,,False,,,False,,False,,,,,,8,1.7,0.0,False
IESC,,False,,,False,,False,,,,,,8,1.35,0.0,False
LINC,,False,,,False,,False,,,,,,8,1.64,0.0,False
MOG.A,,False,,,False,,False,,,,,,,,0.0,False
MTZ,,False,,,False,,False,,,,,,8,1.5,0.0,False
NVMI,,False,,,False,,False,,,,,,8,1.56,0.0,False
NVRI,,False,,,False,,False,,,,,,8,1.53,0.0,False
ORN,,False,,,False,,False,,,,,,8,1.78,0.0,False
PPIH,,False,,,False,,False,,,,,,7,0.99,0.0,False
PUMP,,False,,,False,,False,,,,,,8,2.27,0.0,False
SION,,False,,,False,,False,,,,,,7,1.41,0.0,False
TATT,,False,,,False,,False,,,,,,8,1.4,0.0,False
TEN,,False,,,False,,False,,,,,,8,1.47,0.0,False
SQM,,False,,,False,,False,,,,,,8,1.55,0.0,False
THR,,False,,,False,,False,,,,,,8,1.83,0.0,False
TXG,,False,,,False,,False,,,,,,8,1.47,0.0,False
VISN,,False,,,False,,False,,,,,,7,1.03,0.0,False
TPB,,False,,,False,,False,,,,,,8,1.35,0.0,False
ARQT,,False,,,False,,False,,,,,,8,1.7,0.0,False
CGEM,,False,,,False,,False,,,,,,8,1.79,0.0,False
CLS,,False,,,False,,False,,,,,,7,1.29,0.0,False
CTRI,,False,,,False,,False,,,,,,8,1.44,0.0,False
DHT,,False,,,False,,False,,,,,,8,1.59,0.0,False
ELAN,,False,,,False,,False,,,,,,8,1.32,0.0,False
ENTA,,False,,,False,,False,,,,,,8,1.58,0.0,False
ENTG,,False,,,False,,False,,,,,,8,1.47,0.0,False
LGN,,False,,,False,,False,,,,,,,,0.0,False
LUNR,,False,,,False,,False,,,,,,8,1.83,0.0,False
NPKI,,False,,,False,,False,,,,,,8,1.35,0.0,False
NVAX,,False,,,False,,False,,,,,,8,1.38,0.0,False
NWPX,,False,,,False,,False,,,,,,8,1.43,0.0,False
SOLS,,False,,,False,,False,,,,,,,,0.0,False
MTRN,,False,,,False,,False,,,,,,8,1.36,0.0,False
PRIM,,False,,,False,,False,,,,,,8,1.21,0.0,False
PKE,,False,,,False,,False,,,,,,8,1.36,0.0,False
USAU,,False,,,False,,False,,,,,,8,1.36,0.0,False
YOU,,False,,,False,,False,,,,,,8,1.21,0.0,False
AAMI,,False,,,False,,False,,,,,,8,1.03,0.0,False
ADEA,,False,,,False,,False,,,,,,8,1.26,0.0,False
CMDB,,False,,,False,,False,,,,,,,,0.0,False
DXPE,,False,,,False,,False,,,,,,8,1.12,0.0,False
DCO,,False,,,False,,False,,,,,,8,1.24,0.0,False
EWTX,,False,,,False,,False,,,,,,8,1.91,0.0,False
IPX,,False,,,False,,False,,,,,,7,0.98,0.0,False
ISOU,,False,,,False,,False,,,,,,8,1.36,0.0,False
JBIO,,False,,,False,,False,,,,,,5,1.71,0.0,False
MITK,,False,,,False,,False,,,,,,8,1.33,0.0,False
MYRG,,False,,,False,,False,,,,,,8,1.36,0.0,False
PARR,,False,,,False,,False,,,,,,8,1.11,0.0,False
PLOW,,False,,,False,,False,,,,,,8,1.31,0.0,False
REZI,,False,,,False,,False,,,,,,8,1.09,0.0,False
TSAT,,False,,,False,,False,,,,,,8,1.49,0.0,False
TWST,,False,,,False,,False,,,,,,7,1.67,0.0,False
VSEC,,False,,,False,,False,,,,,,8,1.28,0.0,False
AMG,,False,,,False,,False,,,,,,8,1.28,0.0,False
ASTE,,False,,,False,,False,,,,,,8,1.23,0.0,False
COKE,,False,,,False,,False,,,,,,8,1.59,0.0,False
CMP,,False,,,False,,False,,,,,,7,1.23,0.0,False
EE,,False,,,False,,False,,,,,,7,1.51,0.0,False
HSBC,,False,,,False,,False,,,,,,8,1.37,0.0,False
IBP,,False,,,False,,False,,,,,,8,1.12,0.0,False
IMVT,,False,,,False,,False,,,,,,8,1.68,0.0,False
KGS,,False,,,False,,False,,,,,,8,1.48,0.0,False
MPWR,,False,,,False,,False,,,,,,8,1.28,0.0,False
PDFS,,False,,,False,,False,,,,,,8,1.6,0.0,False
SANM,,False,,,False,,False,,,,,,8,1.29,0.0,False
TRDA,,False,,,False,,False,,,,,,8,2.1,0.0,False
TRMD,,False,,,False,,False,,,,,,8,1.32,0.0,False
VRDN,,False,,,False,,False,,,,,,7,1.48,0.0,False
WTTR,,False,,,False,,False,,,,,,8,1.58,0.0,False
VTRS,,False,,,False,,False,,,,,,8,1.38,0.0,False
XPRO,,False,,,False,,False,,,,,,8,1.31,0.0,False
ZUMZ,,False,,,False,,False,,,,,,8,1.37,0.0,False
AROC,,False,,,False,,False,,,,,,8,1.37,0.0,False
COCO,,False,,,False,,False,,,,,,8,1.55,0.0,False
CTRN,,False,,,False,,False,,,,,,8,1.21,0.0,False
LBRX,,False,,,False,,False,,,,,,,,0.0,False
HCC,,False,,,False,,False,,,,,,7,1.34,0.0,False
INVX,,False,,,False,,False,,,,,,8,1.49,0.0,False
KNSA,,False,,,False,,False,,,,,,8,1.2,0.0,False
PHIN,,False,,,False,,False,,,,,,8,1.18,0.0,False
OUT,,False,,,False,,False,,,,,,8,1.45,0.0,False
QXO,,False,,,False,,False,,,,,,8,1.07,0.0,False
SEI,,False,,,False,,False,,,,,,8,1.61,0.0,False
SUPN,,False,,,False,,False,,,,,,8,1.15,0.0,False
CORZ,,False,,,False,,False,,,,,,8,1.18,0.0,False
CUK,,False,,,False,,False,,,,,,8,1.04,0.0,False
CYTK,,False,,,False,,False,,,,,,7,1.54,0.0,False
ECPG,,False,,,False,,False,,,,,,8,1.43,0.0,False
EME,,False,,,False,,False,,,,,,8,1.12,0.0,False
LGCY,,False,,,False,,False,,,,,,7,0.95,0.0,False
LXU,,False,,,False,,False,,,,,,8,1.3,0.0,False
NGVT,,False,,,False,,False,,,,,,8,1.15,0.0,False
Q,,False,,,False,,False,,,,,,,,0.0,False
PBF,,False,,,False,,False,,,,,,8,1.3,0.0,False
VNET,,False,,,False,,False,,,,,,8,1.36,0.0,False
BEAM,,False,,,False,,False,,,,,,8,1.6,0.0,False
CC,,False,,,False,,False,,,,,,8,1.07,0.0,False
CLDX,,False,,,False,,False,,,,,,8,1.26,0.0,False
EVMN,,False,,,False,,False,,,,,,,,0.0,False
ECVT,,False,,,False,,False,,,,,,8,1.17,0.0,False
EGBN,,False,,,False,,False,,,,,,8,1.27,0.0,False
FLOC,,False,,,False,,False,,,,,,7,1.42,0.0,False
GOLF,,False,,,False,,False,,,,,,8,1.24,0.0,False
IMAX,,False,,,False,,False,,,,,,8,1.35,0.0,False
HRTG,,False,,,False,,False,,,,,,8,1.17,0.0,False
LIVN,,False,,,False,,False,,,,,,8,1.17,0.0,False
LE,,False,,,False,,False,,,,,,8,1.11,0.0,False
LGND,,False,,,False,,False,,,,,,8,1.15,0.0,False
NAMS,,False,,,False,,False,,,,,,8,1.31,0.0,False
NXST,,False,,,False,,False,,,,,,8,1.13,0.0,False
UTHR,,False,,,False,,False,,,,,,8,1.54,0.0,False
TARS,,False,,,False,,False,,,,,,8,1.22,0.0,False
VTOL,,False,,,False,,False,,,,,,8,1.18,0.0,False
APA,,False,,,False,,False,,,,,,8,1.23,0.0,False
JAZZ,,False,,,False,,False,,,,,,8,1.42,0.0,False
SENEA,,False,,,False,,False,,,,,,8,1.18,0.0,False
VVX,,False,,,False,,False,,,,,,8,1.11,0.0,False
WLK,,False,,,False,,False,,,,,,8,1.1,0.0,False
